,Event ID,Ack.,Event Type,Event Code,Plant,Asset,Start Time,End Time,Duration,Energy Loss  (kWh),Rate Loss  (kWh / h),Work Order,Work Order Status,Controllable,Responsibility,Level 1,Level 2,Level 3,Level 4,Level 5,Level 4,Level 5,NERC Performance,FEH Level 1,FEH Level 2,System,Component
,EG-0016104417,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV07 - INVERTER 7,10/30/2019 16:15:00,10/30/2019 18:00:00,0d 01:45:00,18.22548,10.41,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104594,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV03 - INVERTER 3,10/30/2019 16:15:00,10/30/2019 18:00:00,0d 01:45:00,18.526,10.59,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104600,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV05 - INVERTER 5,10/30/2019 16:15:00,10/30/2019 18:00:00,0d 01:45:00,18.18783,10.39,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104427,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV06 - INVERTER 6,10/30/2019 16:15:00,10/30/2019 18:00:00,0d 01:45:00,18.62682,10.64,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104598,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV10 - INVERTER 10,10/30/2019 16:15:00,10/30/2019 18:00:00,0d 01:45:00,18.494,10.57,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104423,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV14 - INVERTER 14,10/30/2019 16:15:00,10/30/2019 18:00:00,0d 01:45:00,19.02506,10.87,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104432,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV05 - INVERTER 5,10/30/2019 16:15:00,10/30/2019 18:00:00,0d 01:45:00,18.48933,10.57,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104424,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV02 - INVERTER 2,10/30/2019 16:15:00,10/30/2019 18:00:00,0d 01:45:00,18.56044,10.61,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104431,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV03 - INVERTER 3,10/30/2019 16:15:00,10/30/2019 18:00:00,0d 01:45:00,18.58065,10.62,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104595,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV07 - INVERTER 7,10/30/2019 16:15:00,10/30/2019 18:00:00,0d 01:45:00,18.42149,10.53,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016102714,ACKED,Inverter Degraded,PF200 - Production Degraded,028 - Tracy USD -  West HS,INV06 - INV-6,10/30/2019 15:45:00,10/30/2019 18:00:00,0d 02:15:00,7.58106,3.37,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016102549,ACKED,Inverter Degraded,PF200 - Production Degraded,047 - San Diego Inspiration Point,INV07 - INV - 7,10/30/2019 15:20:00,10/30/2019 18:00:00,0d 02:40:00,19.22918,7.21,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016102568,ACKED,Inverter Degraded,PF200 - Production Degraded,047 - San Diego Inspiration Point,INV05 - INV - 5,10/30/2019 15:20:00,10/30/2019 18:00:00,0d 02:40:00,20.64785,7.74,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016099602,ACKED,Inverter Degraded,PF200 - Production Degraded,047 - San Diego Inspiration Point,INV04 - INV - 4,10/30/2019 14:25:00,10/30/2019 18:00:00,0d 03:35:00,38.36946,10.71,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016096277,ACKED,Inverter Degraded,PF200 - Production Degraded,017 - Tracy USD -  Kimball HS,INV04 - Inverter No. 4,10/30/2019 08:55:00,10/30/2019 18:00:00,0d 09:05:00,71.25709,7.84,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016110979,ACKED,Inverter Degraded,PF200 - Production Degraded,018 - City of Paso Robles - Sherwood Park,INV03 - INVERTER - 3,10/30/2019 16:40:00,10/30/2019 17:55:00,0d 01:15:00,0.2309,0.18,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104603,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV08 - INVERTER 8,10/30/2019 16:20:00,10/30/2019 17:55:00,0d 01:35:00,7.55666,4.77,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104378,UNACK,Plant Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,042 - Stockton East Water District -  Low Side - Ph.II,10/30/2019 16:15:00,10/30/2019 17:55:00,0d 01:40:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104386,UNACK,Plant Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,041 - Stockton East Water District -  High Side - Ph.I,10/30/2019 16:15:00,10/30/2019 17:55:00,0d 01:40:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104422,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV06 - INVERTER 6,10/30/2019 16:15:00,10/30/2019 17:55:00,0d 01:40:00,18.55639,11.13,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104434,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV11 - INVERTER 11,10/30/2019 16:15:00,10/30/2019 17:55:00,0d 01:40:00,18.93071,11.36,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104421,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV13 - INVERTER 13,10/30/2019 16:15:00,10/30/2019 17:55:00,0d 01:40:00,18.49861,11.1,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104433,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV04 - INVERTER 4,10/30/2019 16:15:00,10/30/2019 17:55:00,0d 01:40:00,18.80061,11.28,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104419,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV01 - INVERTER 1,10/30/2019 16:15:00,10/30/2019 17:55:00,0d 01:40:00,8.67146,5.2,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104601,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV13 - INVERTER 13,10/30/2019 16:15:00,10/30/2019 17:55:00,0d 01:40:00,18.19792,10.92,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104420,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV04 - INVERTER 4,10/30/2019 16:15:00,10/30/2019 17:55:00,0d 01:40:00,18.93663,11.36,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104596,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV01 - INVERTER 1,10/30/2019 16:15:00,10/30/2019 17:55:00,0d 01:40:00,8.75091,5.25,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104428,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV09 - INVERTER 9,10/30/2019 16:15:00,10/30/2019 17:55:00,0d 01:40:00,18.74478,11.25,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104414,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV14 - INVERTER 14,10/30/2019 16:15:00,10/30/2019 17:55:00,0d 01:40:00,18.45018,11.07,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104418,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV11 - INVERTER 11,10/30/2019 16:15:00,10/30/2019 17:55:00,0d 01:40:00,18.8367,11.3,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104593,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV02 - INVERTER 2,10/30/2019 16:15:00,10/30/2019 17:55:00,0d 01:40:00,18.94206,11.37,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104592,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV08 - INVERTER 8,10/30/2019 16:15:00,10/30/2019 17:55:00,0d 01:40:00,11.63299,6.98,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104429,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV12 - INVERTER 12,10/30/2019 16:15:00,10/30/2019 17:55:00,0d 01:40:00,18.99198,11.4,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016102740,ACKED,Plant Degraded,PF200 - Production Degraded,010 - City of San Diego- Rec Center & Pool Tierrasanta,010 - City of San Diego- Rec Center & Pool Tierrasanta,10/30/2019 15:50:00,10/30/2019 17:55:00,0d 02:05:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016102713,ACKED,Inverter Degraded,PF200 - Production Degraded,010 - City of San Diego- Rec Center & Pool Tierrasanta,INV03 - INV -3,10/30/2019 15:45:00,10/30/2019 17:55:00,0d 02:10:00,9.27065,4.28,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016102679,ACKED,Inverter Degraded,PF200 - Production Degraded,014 - Iron Mountain - Otay Mesa,INV01 - Inverter 1,10/30/2019 15:40:00,10/30/2019 17:55:00,0d 02:15:00,12.01845,5.34,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016102639,ACKED,Inverter Degraded,PF200 - Production Degraded,010 - City of San Diego- Rec Center & Pool Tierrasanta,INV02 - INV -2,10/30/2019 15:35:00,10/30/2019 17:55:00,0d 02:20:00,10.34329,4.43,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016102629,ACKED,Inverter Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,INV12 - Inverter No 12,10/30/2019 15:35:00,10/30/2019 17:55:00,0d 02:20:00,8.53263,3.66,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016102556,ACKED,Plant Degraded,PF200 - Production Degraded,003 - Templeton USD - Templeton High School,003 - Templeton USD - Templeton High School,10/30/2019 15:15:00,10/30/2019 17:55:00,0d 02:40:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016100649,ACKED,Inverter Degraded,PF200 - Production Degraded,014 - Iron Mountain - Otay Mesa,INV02 - Inverter 2,10/30/2019 15:05:00,10/30/2019 17:55:00,0d 02:50:00,20.17795,7.12,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104363,ACKED,Inverter Degraded,PF200 - Production Degraded,047 - San Diego Inspiration Point,INV02 - INV - 2,10/30/2019 16:30:00,10/30/2019 17:50:00,0d 01:20:00,5.97344,4.48,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104599,UNACK,Inverter Degraded,PF200 - Production Degraded,042 - Stockton East Water District -  Low Side - Ph.II,INV15 - INVERTER 15,10/30/2019 16:15:00,10/30/2019 17:50:00,0d 01:35:00,12.33774,7.79,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104602,UNACK,Inverter Degraded,PF200 - Production Degraded,041 - Stockton East Water District -  High Side - Ph.I,INV15 - INVERTER 15,10/30/2019 16:15:00,10/30/2019 17:50:00,0d 01:35:00,12.46983,7.88,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016103008,ACKED,Plant Degraded,PF200 - Production Degraded,047 - San Diego Inspiration Point,047 - San Diego Inspiration Point,10/30/2019 16:10:00,10/30/2019 17:50:00,0d 01:40:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016102550,ACKED,Inverter Degraded,PF200 - Production Degraded,047 - San Diego Inspiration Point,INV06 - INV - 6,10/30/2019 15:20:00,10/30/2019 17:50:00,0d 02:30:00,17.42307,6.97,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016102681,ACKED,Plant Degraded,PF200 - Production Degraded,014 - Iron Mountain - Otay Mesa,014 - Iron Mountain - Otay Mesa,10/30/2019 15:25:00,10/30/2019 17:45:00,0d 02:20:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016102379,ACKED,Plant Degraded,PF200 - Production Degraded,030 - Imperial County - Jail-RADF,030 - Imperial County - Jail-RADF,10/30/2019 15:15:00,10/30/2019 17:45:00,0d 02:30:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104377,UNACK,Inverter Degraded,PF200 - Production Degraded,064 - Tucson Parks and Recreation Admin Building,INV01 - PV0-1,10/30/2019 16:00:00,10/30/2019 17:40:00,0d 01:40:00,8.27655,4.97,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016103016,UNACK,Inverter Degraded,PF200 - Production Degraded,058 - Tucson Randolph Golf Course,INV02 - INV-02,10/30/2019 15:55:00,10/30/2019 17:40:00,0d 01:45:00,9.68103,5.53,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016100603,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV08 - INV-35,10/30/2019 15:25:00,10/30/2019 17:40:00,0d 02:15:00,10.76542,4.78,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016111962,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV05 - INV-20,10/30/2019 16:00:00,10/30/2019 17:35:00,0d 01:35:00,4.45592,2.81,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016111951,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV03 - INV-18,10/30/2019 16:00:00,10/30/2019 17:35:00,0d 01:35:00,5.38496,3.4,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016103004,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV05 - INV-11,10/30/2019 15:50:00,10/30/2019 17:35:00,0d 01:45:00,7.33654,4.19,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016103001,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV02 - INV-08,10/30/2019 15:50:00,10/30/2019 17:35:00,0d 01:45:00,7.21532,4.12,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016100645,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV02 - INV-29,10/30/2019 15:25:00,10/30/2019 17:35:00,0d 02:10:00,12.40145,5.72,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016100339,UNACK,Inverter Degraded,PF200 - Production Degraded,058 - Tucson Randolph Golf Course,INV01 - INV-01,10/30/2019 14:30:00,10/30/2019 17:35:00,0d 03:05:00,27.00289,8.76,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016100596,UNACK,Inverter Degraded,PF200 - Production Degraded,024 - Pima - Animal Care Center,INV03 - INV-3,10/30/2019 14:15:00,10/30/2019 17:35:00,0d 03:20:00,28.00614,8.4,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016104604,UNACK,Plant Degraded,PF200 - Production Degraded,024 - Pima - Animal Care Center,024 - Pima - Animal Care Center,10/30/2019 16:00:00,10/30/2019 17:30:00,0d 01:30:00,,,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
,EG-0016111949,UNACK,Inverter Degraded,PF200 - Production Degraded,056 - Pima Community County College NW - PCC NW,INV01 - INV-07,10/30/2019 16:00:00,10/30/2019 17:30:00,0d 01:30:00,1.98333,1.32,Create,,Controllable,O&M,,,Information Available,Operative,In Service,Partial Performance,Derated - Other,,,,,
